network,size,searchtype,method,pcore,intercategorical,d,solution,gof,partition
zachary,34,ljubljana,nordlund,com,den,0.1,1,0.6182,(0;0;0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.15,1,0.7352,(0;0;0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0)
zachary,34,ljubljana,nordlund,com,den,0.2,1,0.7877,(0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,den,0.25,1,0.8086,(0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,den,0.25,2,0.8086,(0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.25,3,0.8086,(0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,den,0.25,4,0.8086,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0)
zachary,34,ljubljana,nordlund,com,den,0.3,1,0.8064,(0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.3,2,0.8064,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,den,0.3,3,0.8064,(0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.3,4,0.8064,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.3,5,0.8064,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.3,6,0.8064,(0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,den,0.3,7,0.8064,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,den,0.3,8,0.8064,(0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.3,9,0.8064,(0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,den,0.35,1,0.7873,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.35,2,0.7873,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.4,1,0.7821,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.45,1,0.7353,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.5,1,0.6942,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.55,1,0.6526,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.6,1,0.6201,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.65,1,0.5905,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.7,1,0.5597,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.75,1,0.535,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.8,1,0.5121,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.85,1,0.4907,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.9,1,0.4707,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,0.95,1,0.4492,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,den,1,1,0.4315,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0,1,0.8262,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.05,1,0.8262,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.1,1,0.8262,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.15,1,0.8262,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.2,1,0.8262,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.25,1,0.8262,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.3,1,0.8221,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.3,2,0.8221,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.35,1,0.8119,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.4,1,0.7821,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.45,1,0.7353,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.5,1,0.6942,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.55,1,0.6526,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.6,1,0.6201,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.65,1,0.5905,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.7,1,0.5597,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.75,1,0.535,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.8,1,0.5121,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.85,1,0.4907,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.9,1,0.4707,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,0.95,1,0.4492,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,com,denmin,1,1,0.4315,(0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0)
zachary,34,ljubljana,nordlund,0.9,dnc,,1,0.5675,(0;0;0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,0.8,dnc,,1,0.6151,(0;0;0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0)
zachary,34,ljubljana,nordlund,0.7,dnc,,1,0.6717,(0;0;0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0)
zachary,34,ljubljana,nordlund,0.6,dnc,,1,0.7359,(0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0)
zachary,34,ljubljana,nordlund,0.5,dnc,,1,0.7852,(0;0;0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0)
zachary,34,ljubljana,nordlund,0.4,dnc,,1,0.8236,(0;0;0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0)
zachary,34,ljubljana,nordlund,0.3,dnc,,1,0.8888,(0;0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;0)
zachary,34,ljubljana,nordlund,0.2,dnc,,1,0.9915,(0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;0)
zachary,34,ljubljana,nordlund,0.9,denmin,0,1,0.8262,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,0.8,denmin,0,1,0.8506,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,0.7,denmin,0,1,0.8716,(0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,0.6,denmin,0,1,0.8903,(0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,0.5,denmin,0,1,0.9134,(0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0)
zachary,34,ljubljana,nordlund,0.4,denmin,0,1,0.9369,(0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0)
zachary,34,ljubljana,nordlund,0.3,denmin,0,1,0.9601,(0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0)
zachary,34,ljubljana,nordlund,0.2,denmin,0,1,0.9963,(0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;0;0)
